Year,Zip Code,Closings, Sale Amt Avg ,YoY Sale Amt Avg, Price/ SqFt Avg ,YoY Price/SqFt Avg,Bedrooms Avg,Bathrooms  Avg,Living SqFt Avg,Land SqFt Avg,Acres Avg
2006,98024,345," $661,291.70 ",35.74%, $243.42 ,31.53%,3.5,2.8,"2,523","32,968",0.8
2007,98024,111," $686,040.88 ",3.74%, $260.30 ,6.93%,3.5,2.8,"2,772","92,114",2.0
2008,98024,108," $560,097.38 ",-18.36%, $199.07 ,-23.52%,3.3,2.7,"2,630","71,700",1.6
2009,98024,108," $505,047.19 ",-9.83%, $173.17 ,-13.01%,3.4,2.8,"2,754","63,593",1.5
2010,98024,130," $512,354.45 ",1.45%, $169.62 ,-2.05%,3.5,3.4,"2,990","75,031",1.7
2011,98024,156," $494,402.82 ",-3.50%, $155.25 ,-8.47%,3.5,3.1,"2,802","77,916",1.8
2012,98024,167," $493,875.69 ",-0.11%, $175.75 ,13.21%,3.5,3.1,"2,987","88,633",2.0
2013,98024,205," $531,269.44 ",7.57%, $180.46 ,2.68%,3.5,2.9,"2,774","77,854",1.8
2014,98024,202," $583,400.98 ",9.81%, $203.12 ,12.56%,3.5,3.2,"2,906","75,065",1.7
2015,98024,200," $590,437.04 ",1.21%, $227.44 ,11.97%,3.5,2.8,"2,655","62,595",1.4
2016,98024,207," $629,983.16 ",6.70%, $222.43 ,-2.20%,3.1,2.7,"2,542","71,877",1.6
2017,98024,196," $729,462.34 ",15.79%, $283.72 ,27.56%,3.5,2.9,"2,861","74,036",1.7
2018,98024,163," $704,263.93 ",-3.45%, $252.33 ,-11.06%,2.8,2.3,"2,191","96,805",2.2
2019,98024,169," $816,048.72 ",15.87%, $325.14 ,28.85%,3.4,2.9,"2,727","87,297",2.0
2005,98026,4," $287,462.50 ",, $166.50 ,,3.8,2.5,"1,783","8,356",0.3
2006,98026,3," $363,500.00 ",26.45%, $164.67 ,-1.10%,4.0,2.3,"2,110","9,373",0.3
2007,98026,4," $387,468.00 ",6.59%, $207.25 ,25.86%,4.0,2.3,"1,943","9,412",0.3
2008,98026,2," $382,500.00 ",-1.28%, $169.00 ,-18.46%,5.5,4.5,"2,255","8,973",0.0
2011,98026,2," $287,500.00 ",-24.84%, $163.00 ,-3.55%,4.5,3.5,"1,780","9,143",0.0
2012,98026,1," $237,000.00 ",-17.57%, $160.00 ,-1.84%,3.0,2.0,"1,480","8,125",0.0
2013,98026,2," $140,000.00 ",-40.93%, $59.00 ,-63.13%,3.5,3.0,"1,615","6,675",0.0
2014,98026,2," $395,000.00 ",182.14%, $222.00 ,276.27%,3.5,3.0,"1,315","7,428",0.0
2015,98026,3," $390,833.33 ",-1.05%, $209.67 ,-5.56%,3.7,2.0,"1,833","7,771",0.3
2016,98026,3," $315,000.00 ",-19.40%, $342.00 ,63.12%,3.3,2.0,"1,847","10,125",0.3
2017,98026,3," $568,330.00 ",80.42%, $304.67 ,-10.92%,3.7,2.7,"1,953","11,195",0.3
2018,98026,2," $620,000.00 ",9.09%, $346.50 ,13.73%,3.5,2.0,"1,800","7,495",0.0
2005,98027,783," $424,933.51 ",, $208.35 ,,3.2,2.8,"2,225","106,279",2.6
2006,98027,676," $484,512.80 ",14.02%, $239.76 ,15.08%,3.2,2.8,"2,232","110,264",2.7
2007,98027,527," $502,287.46 ",3.67%, $256.60 ,7.02%,3.0,2.6,"2,176","118,284",2.9
2008,98027,355," $528,965.23 ",5.31%, $255.06 ,-0.60%,3.2,2.8,"2,201","95,733",2.3
2009,98027,313," $500,527.38 ",-5.38%, $223.35 ,-12.43%,3.2,2.7,"2,330","95,533",2.2
2010,98027,347," $469,259.40 ",-6.25%, $207.13 ,-7.26%,3.3,2.8,"2,318","90,859",2.1
2011,98027,429," $426,940.03 ",-9.02%, $195.46 ,-5.64%,3.1,2.7,"2,174","110,099",2.5
2012,98027,555," $432,070.50 ",1.20%, $194.24 ,-0.63%,3.1,2.8,"2,282","102,769",2.5
2013,98027,650," $456,665.44 ",5.69%, $197.87 ,1.87%,3.1,2.8,"2,192","94,332",2.3
2014,98027,685," $494,221.40 ",8.22%, $230.74 ,16.61%,3.1,2.8,"2,220","101,748",2.6
2015,98027,674," $539,686.44 ",9.20%, $243.93 ,5.71%,3.0,2.7,"2,103","89,846",2.3
2016,98027,728," $562,435.02 ",4.22%, $271.97 ,11.50%,3.0,2.7,"2,022","114,460",2.9
2017,98027,689," $708,952.56 ",26.05%, $329.57 ,21.18%,3.2,2.8,"2,344","102,994",2.6
2018,98027,581," $782,016.43 ",10.31%, $377.84 ,14.65%,3.2,2.9,"2,286","102,944",2.6
2019,98027,570," $749,506.48 ",-4.16%, $362.94 ,-3.94%,3.2,2.8,"2,233","93,309",2.3
2005,98028,553," $367,216.27 ",, $188.79 ,,3.4,2.7,"2,088","31,413",0.8
2006,98028,495," $431,466.33 ",17.50%, $208.31 ,10.34%,3.5,2.8,"2,222","27,139",0.7
2007,98028,311," $454,525.62 ",5.34%, $235.78 ,13.19%,3.4,2.6,"2,021","31,685",0.7
2008,98028,189," $471,878.99 ",3.82%, $219.99 ,-6.70%,3.6,2.8,"2,180","26,467",0.7
2009,98028,427," $367,934.84 ",-22.03%, $186.55 ,-15.20%,3.1,2.3,"1,862","47,603",1.1
2010,98028,315," $373,089.30 ",1.40%, $185.66 ,-0.48%,3.4,2.8,"2,091","28,001",0.7
2011,98028,317," $352,553.07 ",-5.50%, $156.38 ,-15.77%,3.2,2.6,"1,980","38,975",0.9
2012,98028,361," $338,184.32 ",-4.08%, $161.20 ,3.08%,3.3,2.6,"2,265","49,811",1.2
2013,98028,417," $382,182.56 ",13.01%, $187.57 ,16.36%,3.3,2.7,"2,033","47,264",1.1
2014,98028,538," $376,723.08 ",-1.43%, $203.07 ,8.26%,3.5,2.6,"2,042","45,013",1.1
2015,98028,472," $482,790.15 ",28.16%, $232.77 ,14.63%,3.4,2.8,"2,120","32,573",0.8
2016,98028,517," $505,140.05 ",4.63%, $256.36 ,10.13%,3.2,2.6,"2,011","46,363",1.1
2017,98028,469," $605,045.24 ",19.78%, $293.58 ,14.52%,3.4,2.9,"2,168","40,063",1.0
2018,98028,377," $634,096.40 ",4.80%, $354.47 ,20.74%,3.2,2.6,"1,947","42,741",1.1
2019,98028,389," $675,558.31 ",6.54%, $350.69 ,-1.07%,3.2,2.6,"1,951","53,749",1.3
2005,98029,941," $351,347.63 ",, $190.47 ,,3.0,2.6,"2,057","103,023",2.4
2006,98029,691," $444,823.72 ",26.61%, $254.98 ,33.87%,2.9,2.6,"1,830","124,440",3.4
2007,98029,601," $509,494.06 ",14.54%, $271.58 ,6.51%,2.9,2.6,"1,953","121,481",3.0
2008,98029,369," $661,364.38 ",29.81%, $246.76 ,-9.14%,3.0,2.7,"2,057","98,343",2.4
2009,98029,384," $418,384.32 ",-36.74%, $216.09 ,-12.43%,3.0,2.6,"2,007","102,678",2.5
2010,98029,461," $411,893.58 ",-1.55%, $205.98 ,-4.68%,3.0,2.6,"2,066","93,089",2.3
2011,98029,503," $370,603.30 ",-10.02%, $190.62 ,-7.45%,3.0,2.8,"2,199","112,857",2.8
2012,98029,622," $414,105.01 ",11.74%, $187.62 ,-1.58%,2.8,2.5,"1,864","101,755",2.5
2013,98029,786," $439,970.89 ",6.25%, $218.26 ,16.33%,2.9,2.6,"1,918","107,617",2.7
2014,98029,692," $491,137.23 ",11.63%, $249.48 ,14.31%,2.9,2.6,"1,965","103,432",2.6
2015,98029,735," $525,007.61 ",6.90%, $274.66 ,10.09%,2.9,2.6,"1,918","108,182",2.8
2016,98029,738," $580,935.87 ",10.65%, $318.51 ,15.96%,2.8,2.5,"1,839","124,250",3.2
2017,98029,726," $690,632.99 ",18.88%, $359.13 ,12.75%,2.8,2.7,"1,959","129,133",3.2
2018,98029,628," $762,902.62 ",10.46%, $388.12 ,8.07%,2.9,2.6,"1,932","123,597",3.1
2019,98029,599," $718,124.86 ",-5.87%, $374.59 ,-3.49%,2.9,2.6,"1,952","108,445",2.8
2005,98030,881," $266,676.71 ",, $156.81 ,,3.3,2.4,"1,957","51,050",1.2
2006,98030,670," $298,160.97 ",11.81%, $183.65 ,17.12%,3.1,2.2,"1,683","58,164",1.3
2007,98030,551," $356,482.90 ",19.56%, $196.10 ,6.78%,3.2,2.2,"1,797","49,649",1.1
2008,98030,366," $307,166.27 ",-13.83%, $174.23 ,-11.15%,3.2,2.3,"1,862","44,225",1.0
2009,98030,387," $240,542.17 ",-21.69%, $142.30 ,-18.33%,3.3,2.3,"1,794","44,467",1.0
2010,98030,428," $211,704.60 ",-11.99%, $125.06 ,-12.12%,3.1,2.2,"1,677","51,053",1.2
2011,98030,561," $197,057.43 ",-6.92%, $104.27 ,-16.62%,3.2,2.3,"1,701","47,539",1.1
2012,98030,488," $168,873.41 ",-14.30%, $94.33 ,-9.53%,3.0,2.2,"1,633","56,590",1.3
2013,98030,563," $195,813.07 ",15.95%, $112.22 ,18.97%,3.0,2.2,"1,633","73,064",1.7
2014,98030,503," $223,273.01 ",14.02%, $124.79 ,11.20%,3.0,2.3,"1,655","61,272",1.4
2015,98030,568," $278,468.63 ",24.72%, $153.88 ,23.31%,3.2,2.4,"1,772","48,144",1.1
2016,98030,619," $300,069.76 ",7.76%, $167.54 ,8.88%,3.0,2.3,"1,680","59,857",1.4
2017,98030,614," $332,993.44 ",10.97%, $182.65 ,9.02%,3.2,2.3,"1,848","52,365",1.2
2018,98030,493," $370,293.34 ",11.20%, $210.13 ,15.04%,3.1,2.3,"1,674","54,077",1.3
2019,98030,475," $398,404.30 ",7.59%, $226.13 ,7.61%,3.1,2.3,"1,772","51,497",1.2
2005,98031,853," $268,324.63 ",, $151.46 ,,3.4,2.5,"1,902","41,487",1.0
2006,98031,684," $314,459.13 ",17.19%, $181.76 ,20.00%,3.5,2.5,"1,930","40,532",0.9
2007,98031,502," $338,897.26 ",7.77%, $190.85 ,5.01%,3.5,2.7,"1,915","45,225",1.1
2008,98031,344," $298,728.91 ",-11.85%, $171.22 ,-10.29%,3.4,2.6,"1,899","30,324",0.8
2009,98031,422," $258,704.64 ",-13.40%, $134.96 ,-21.18%,3.4,2.5,"2,006","22,950",0.5
2010,98031,453," $234,481.96 ",-9.36%, $128.84 ,-4.54%,3.5,2.6,"1,956","35,975",0.8
2011,98031,498," $222,244.40 ",-5.22%, $106.25 ,-17.53%,3.3,2.4,"1,898","30,154",0.7
2012,98031,410," $211,291.04 ",-4.93%, $110.96 ,4.43%,3.3,2.4,"1,803","38,668",0.9
2013,98031,469," $236,178.19 ",11.78%, $123.59 ,11.38%,3.2,2.3,"1,738","35,491",0.8
2014,98031,495," $255,565.66 ",8.21%, $144.43 ,16.86%,3.4,2.8,"1,856","46,299",1.1
2015,98031,574," $302,089.80 ",18.20%, $153.24 ,6.10%,3.2,2.4,"1,808","35,597",0.9
2016,98031,626," $348,300.33 ",15.30%, $191.62 ,25.05%,3.3,2.4,"1,788","40,827",0.9
2017,98031,521," $370,135.68 ",6.27%, $204.28 ,6.61%,3.4,2.6,"1,878","50,687",1.2
2018,98031,467," $413,000.09 ",11.58%, $214.22 ,4.87%,3.2,2.4,"1,846","41,430",1.0
2019,98031,500," $419,099.41 ",1.48%, $227.02 ,5.97%,3.2,2.4,"1,789","36,033",1.0
2005,98032,646," $238,102.90 ",, $163.93 ,,2.8,2.1,"1,525","200,983",4.6
2006,98032,638," $273,973.97 ",15.07%, $191.05 ,16.54%,2.7,2.1,"1,706","203,764",4.7
2007,98032,454," $292,745.56 ",6.85%, $210.44 ,10.15%,2.7,2.2,"1,486","210,267",4.8
2008,98032,282," $270,286.58 ",-7.67%, $186.40 ,-11.42%,2.8,2.2,"1,599","201,123",4.6
2009,98032,286," $228,330.66 ",-15.52%, $149.70 ,-19.69%,3.0,2.4,"1,585","179,406",4.1
2010,98032,324," $200,784.23 ",-12.06%, $131.98 ,-11.84%,3.0,2.3,"1,536","182,343",4.2
2011,98032,411," $168,729.70 ",-15.96%, $107.91 ,-18.23%,2.8,2.1,"1,459","225,720",5.2
2012,98032,372," $175,040.66 ",3.74%, $116.02 ,7.52%,2.8,2.1,"1,543","208,529",4.8
2013,98032,505," $196,035.08 ",11.99%, $138.72 ,19.56%,2.7,2.2,"1,442","214,137",4.9
2014,98032,484," $206,471.71 ",5.32%, $142.17 ,2.49%,2.8,2.2,"1,485","205,500",4.7
2015,98032,516," $241,985.27 ",17.20%, $160.19 ,12.67%,2.8,2.2,"1,513","224,220",5.1
2016,98032,553," $278,984.38 ",15.29%, $186.71 ,16.56%,2.8,2.2,"1,533","229,009",5.3
2017,98032,512," $309,500.14 ",10.94%, $239.18 ,28.10%,2.8,2.2,"1,474","205,894",4.7
2018,98032,474," $346,065.69 ",11.81%, $236.39 ,-1.17%,2.8,2.2,"1,484","200,500",4.6
2019,98032,442," $369,977.60 ",6.91%, $244.09 ,3.26%,2.8,2.3,"1,507","189,516",4.8
2005,98033,"1,121"," $534,746.93 ",, $259.31 ,,3.1,2.8,"2,243","36,740",0.9
2006,98033,"1,013"," $640,967.95 ",19.86%, $312.98 ,20.70%,3.0,2.7,"2,378","37,096",0.9
2007,98033,827," $692,344.07 ",8.02%, $346.41 ,10.68%,3.0,2.7,"2,292","38,019",0.9
2008,98033,573," $670,280.49 ",-3.19%, $331.82 ,-4.21%,3.0,2.7,"2,146","62,363",1.4
2009,98033,527," $588,276.12 ",-12.23%, $270.90 ,-18.36%,3.1,2.9,"2,372","36,004",0.8
2010,98033,684," $586,411.94 ",-0.32%, $264.39 ,-2.40%,3.1,2.8,"2,319","37,447",0.9
2011,98033,755," $557,729.61 ",-4.89%, $247.88 ,-6.24%,3.0,2.7,"2,208","31,407",0.7
2012,98033,845," $570,950.96 ",2.37%, $259.40 ,4.64%,3.0,2.8,"2,268","35,526",0.8
2013,98033,"1,016"," $642,035.90 ",12.45%, $287.74 ,10.93%,3.1,2.8,"2,218","35,317",0.8
2014,98033,983," $711,780.43 ",10.86%, $322.65 ,12.13%,3.0,2.8,"2,194","36,874",0.9
2015,98033,961," $740,354.63 ",4.01%, $352.32 ,9.20%,3.0,2.7,"2,117","42,301",1.0
2016,98033,964," $865,272.78 ",16.87%, $454.41 ,28.98%,3.0,2.7,"2,142","36,128",0.8
2017,98033,914," $1,012,661.01 ",17.03%, $532.41 ,17.16%,3.2,2.9,"2,219","36,063",0.8
2018,98033,843," $1,155,568.33 ",14.11%, $561.82 ,5.52%,3.0,2.7,"2,155","40,816",0.9
2019,98033,753," $1,157,162.31 ",0.14%, $629.19 ,11.99%,3.0,2.7,"2,129","34,299",0.8
2005,98034,"1,335"," $329,054.95 ",, $198.23 ,,2.9,2.3,"1,625","105,295",2.5
2006,98034,"1,165"," $375,125.82 ",14.00%, $241.78 ,21.97%,2.9,2.3,"1,577","109,742",2.6
2007,98034,824," $431,922.77 ",15.14%, $264.69 ,9.47%,2.9,2.4,"1,649","97,320",2.3
2008,98034,514," $435,317.09 ",0.79%, $249.71 ,-5.66%,3.1,2.6,"1,773","93,796",2.2
2009,98034,528," $381,882.88 ",-12.27%, $210.41 ,-15.74%,3.1,2.5,"1,779","78,550",1.9
2010,98034,543," $354,845.14 ",-7.08%, $189.58 ,-9.90%,3.0,2.5,"1,787","95,519",2.3
2011,98034,701," $338,696.40 ",-4.55%, $166.78 ,-12.03%,3.0,2.4,"1,772","90,144",2.2
2012,98034,727," $335,324.46 ",-1.00%, $170.92 ,2.48%,3.1,2.5,"1,790","88,279",2.1
2013,98034,901," $359,928.18 ",7.34%, $205.58 ,20.28%,2.9,2.4,"1,656","102,838",2.4
2014,98034,877," $404,222.87 ",12.31%, $229.93 ,11.84%,3.0,2.4,"1,679","97,097",2.3
2015,98034,"1,089"," $396,997.53 ",-1.79%, $247.09 ,7.46%,2.8,2.3,"1,557","115,143",2.8
2016,98034,"1,040"," $506,629.14 ",27.62%, $285.67 ,15.62%,2.9,2.4,"1,672","102,182",2.5
2017,98034,987," $571,826.10 ",12.87%, $343.98 ,20.41%,2.9,2.5,"1,642","98,873",2.4
2018,98034,797," $688,935.57 ",20.48%, $393.58 ,14.42%,3.0,2.5,"1,733","94,880",2.3
2019,98034,766," $667,204.49 ",-3.15%, $393.26 ,-0.08%,2.9,2.4,"1,688","97,958",2.4
2005,98038,"1,280"," $245,071.18 ",, $125.38 ,,3.4,2.6,"2,204","27,317",0.6
2006,98038,826," $368,667.67 ",50.43%, $187.05 ,49.18%,3.4,2.7,"2,089","34,562",0.8
2007,98038,617," $378,715.50 ",2.73%, $199.02 ,6.40%,3.4,2.6,"2,026","32,136",0.7
2008,98038,485," $341,359.53 ",-9.86%, $172.68 ,-13.23%,3.4,2.6,"2,082","31,631",0.7
2009,98038,402," $319,371.03 ",-6.44%, $158.58 ,-8.16%,3.4,2.6,"2,104","31,221",0.7
2010,98038,468," $298,710.39 ",-6.47%, $143.09 ,-9.77%,3.4,2.7,"2,189","34,384",0.8
2011,98038,551," $286,716.32 ",-4.02%, $132.06 ,-7.71%,3.4,2.7,"2,175","37,935",0.9
2012,98038,533," $292,696.18 ",2.09%, $137.70 ,4.27%,3.4,2.7,"2,178","40,940",0.9
2013,98038,689," $319,507.68 ",9.16%, $143.88 ,4.49%,3.3,2.6,"2,072","37,864",0.9
2014,98038,692," $340,531.80 ",6.58%, $176.01 ,22.33%,3.3,2.6,"2,081","35,333",0.8
2015,98038,785," $381,991.36 ",12.17%, $183.62 ,4.33%,3.4,2.6,"2,111","34,070",0.8
2016,98038,869," $409,332.36 ",7.16%, $197.90 ,7.78%,3.4,2.7,"2,110","33,856",0.8
2017,98038,784," $442,278.89 ",8.05%, $225.17 ,13.78%,3.5,2.7,"2,103","36,567",0.8
2018,98038,713," $495,692.50 ",12.08%, $242.44 ,7.67%,3.4,2.7,"2,121","41,490",1.0
2019,98038,675," $483,035.57 ",-2.55%, $259.05 ,6.85%,3.4,2.7,"2,062","32,710",0.8
2005,98039,100," $1,828,087.47 ",, $428.56 ,,4.0,4.6,"4,125","20,002",0.5
2006,98039,71," $1,860,961.24 ",1.80%, $448.90 ,4.75%,4.3,4.6,"4,044","17,702",0.4
2007,98039,70," $2,279,855.46 ",22.51%, $537.56 ,19.75%,4.0,4.4,"3,712","18,012",0.4
2008,98039,34," $1,974,710.91 ",-13.38%, $431.32 ,-19.76%,3.8,3.8,"3,497","15,983",0.4
2009,98039,49," $1,461,086.86 ",-26.01%, $355.88 ,-17.49%,4.0,4.1,"3,871","20,895",0.5
2010,98039,46," $1,604,076.20 ",9.79%, $409.39 ,15.04%,3.9,4.6,"3,729","27,459",0.6
2011,98039,70," $1,600,066.06 ",-0.25%, $365.53 ,-10.71%,3.9,4.3,"3,748","18,072",0.4
2012,98039,60," $1,630,970.18 ",1.93%, $401.67 ,9.89%,4.1,4.6,"4,032","18,570",0.4
2013,98039,86," $1,947,828.38 ",19.43%, $473.37 ,17.85%,3.9,4.3,"3,847","18,854",0.4
2014,98039,83," $2,915,856.31 ",49.70%, $633.99 ,33.93%,3.9,4.7,"4,067","21,116",0.5
2015,98039,85," $2,361,525.27 ",-19.01%, $610.65 ,-3.68%,4.2,4.6,"3,709","17,215",0.4
2016,98039,76," $2,533,278.16 ",7.27%, $626.83 ,2.65%,4.1,4.3,"3,725","19,215",0.4
2017,98039,84," $3,123,907.69 ",23.31%, $867.06 ,38.32%,4.1,4.4,"3,737","19,251",0.4
2018,98039,63," $2,976,627.32 ",-4.71%, $907.06 ,4.61%,3.7,4.0,"3,479","19,284",0.4
2019,98039,50," $2,937,549.72 ",-1.31%, $898.84 ,-0.91%,3.6,4.1,"3,433","19,232",0.4
2005,98040,522," $906,642.50 ",, $296.67 ,,3.7,3.5,"2,999","22,536",0.5
2006,98040,439," $1,029,765.50 ",13.58%, $326.79 ,10.15%,3.8,3.6,"3,127","20,166",0.5
2007,98040,405," $1,186,208.60 ",15.19%, $375.16 ,14.80%,3.8,3.6,"3,016","20,946",0.5
2008,98040,243," $1,246,394.16 ",5.07%, $369.54 ,-1.50%,3.8,3.7,"2,995","19,341",0.4
2009,98040,245," $843,837.98 ",-32.30%, $316.14 ,-14.45%,3.5,3.2,"2,723","23,058",0.5
2010,98040,289," $1,022,666.45 ",21.19%, $311.89 ,-1.35%,3.7,3.6,"3,051","21,128",0.5
2011,98040,346," $951,850.38 ",-6.92%, $301.87 ,-3.21%,3.7,3.5,"2,971","18,157",0.4
2012,98040,414," $993,335.59 ",4.36%, $290.28 ,-3.84%,3.7,3.6,"3,031","22,422",0.5
2013,98040,492," $1,051,868.36 ",5.89%, $334.69 ,15.30%,3.7,3.6,"2,962","21,454",0.5
2014,98040,466," $1,182,687.55 ",12.44%, $352.82 ,5.42%,3.8,3.7,"3,141","23,583",0.5
2015,98040,465," $1,258,622.41 ",6.42%, $385.32 ,9.21%,3.9,3.7,"3,133","22,537",0.5
2016,98040,419," $1,374,259.60 ",9.19%, $434.63 ,12.80%,3.9,3.7,"3,275","21,564",0.5
2017,98040,455," $1,532,789.63 ",11.54%, $489.82 ,12.70%,3.7,3.6,"3,023","23,951",0.6
2018,98040,378," $1,703,197.57 ",11.12%, $576.81 ,17.76%,3.6,3.6,"2,959","24,877",0.6
2019,98040,352," $1,626,488.78 ",-4.50%, $553.44 ,-4.05%,3.6,3.4,"2,850","21,740",0.5
2005,98042,"1,220"," $293,037.14 ",, $156.69 ,,3.4,2.4,"2,140","32,599",0.8
2006,98042,"1,198"," $331,259.65 ",13.04%, $178.99 ,14.23%,3.5,2.5,"2,058","26,995",0.6
2007,98042,857," $369,172.52 ",11.45%, $192.76 ,7.69%,3.4,2.5,"2,014","30,473",0.7
2008,98042,549," $321,798.84 ",-12.83%, $170.97 ,-11.31%,3.2,2.3,"1,887","28,619",0.7
2009,98042,728," $278,940.91 ",-13.32%, $160.50 ,-6.12%,3.3,2.4,"1,939","26,892",0.6
2010,98042,666," $290,309.97 ",4.08%, $138.37 ,-13.79%,3.4,2.4,"2,024","29,443",0.7
2011,98042,774," $238,005.38 ",-18.02%, $116.32 ,-15.94%,3.4,2.4,"1,987","31,023",0.7
2012,98042,747," $248,109.88 ",4.25%, $115.38 ,-0.80%,3.3,2.4,"2,151","40,050",0.9
2013,98042,931," $272,697.24 ",9.91%, $129.85 ,12.54%,3.3,2.4,"1,916","35,988",0.8
2014,98042,892," $282,056.42 ",3.43%, $147.22 ,13.37%,3.4,2.5,"1,998","31,471",0.7
2015,98042,"1,008"," $320,911.42 ",13.78%, $171.46 ,16.47%,3.4,2.5,"2,013","29,172",0.7
2016,98042,"1,130"," $360,739.70 ",12.41%, $184.19 ,7.42%,3.5,2.5,"2,092","32,446",0.8
2017,98042,"1,045"," $385,497.71 ",6.86%, $198.20 ,7.61%,3.5,2.6,"2,043","29,540",0.7
2018,98042,930," $426,989.04 ",10.76%, $219.47 ,10.73%,3.2,2.3,"1,874","34,170",0.8
2019,98042,868," $462,677.10 ",8.36%, $252.19 ,14.91%,3.4,2.5,"2,057","35,098",0.8
2005,98045,402," $376,860.97 ",, $200.33 ,,3.1,2.4,"1,953","42,136",1.0
2006,98045,386," $393,433.09 ",4.40%, $231.90 ,15.76%,3.1,2.4,"1,931","47,616",1.1
2007,98045,296," $423,496.20 ",7.64%, $260.63 ,12.39%,3.1,2.4,"1,859","55,434",1.3
2008,98045,145," $407,395.57 ",-3.80%, $241.38 ,-7.39%,2.8,2.1,"1,837","49,737",1.1
2009,98045,178," $367,051.16 ",-9.90%, $199.85 ,-17.20%,3.1,2.4,"1,998","46,171",1.1
2010,98045,208," $378,632.15 ",3.16%, $183.50 ,-8.18%,3.2,2.5,"2,057","54,252",1.3
2011,98045,241," $313,825.11 ",-17.12%, $172.88 ,-5.79%,3.1,2.3,"1,824","38,979",0.9
2012,98045,261," $290,915.96 ",-7.30%, $167.85 ,-2.91%,3.1,2.3,"1,842","40,521",0.9
2013,98045,345," $365,712.39 ",25.71%, $179.56 ,6.98%,3.2,2.4,"2,006","44,316",1.0
2014,98045,343," $390,368.94 ",6.74%, $199.87 ,11.31%,3.2,2.5,"1,988","47,010",1.1
2015,98045,406," $460,201.38 ",17.89%, $231.77 ,15.96%,3.3,2.5,"2,009","51,504",1.2
2016,98045,425," $480,748.16 ",4.46%, $263.34 ,13.62%,3.3,2.4,"2,005","55,061",1.2
2017,98045,356," $514,671.58 ",7.06%, $280.42 ,6.48%,3.3,2.6,"2,106","42,753",1.0
2018,98045,358," $579,581.68 ",12.61%, $287.27 ,2.44%,2.7,2.0,"1,761","54,660",1.3
2019,98045,322," $624,183.54 ",7.70%, $332.82 ,15.86%,3.2,2.5,"2,150","46,912",1.1
2005,98047,143," $235,736.31 ",, $139.69 ,,3.3,2.3,"1,695","10,246",0.2
2006,98047,119," $270,832.68 ",14.89%, $167.34 ,19.80%,3.4,2.2,"1,752","9,630",0.2
2007,98047,126," $273,453.33 ",0.97%, $154.88 ,-7.45%,3.3,2.1,"1,588","8,980",0.2
2008,98047,63," $256,190.62 ",-6.31%, $162.92 ,5.19%,3.0,2.1,"1,521","9,933",0.2
2009,98047,97," $193,073.32 ",-24.64%, $116.73 ,-28.35%,3.1,2.2,"1,548","9,509",0.2
2010,98047,116," $184,044.47 ",-4.68%, $115.58 ,-0.99%,3.1,2.2,"1,496","12,483",0.3
2011,98047,142," $173,427.43 ",-5.77%, $99.46 ,-13.94%,3.1,2.2,"1,554","7,599",0.2
2012,98047,109," $105,312.72 ",-39.28%, $64.56 ,-35.09%,3.1,2.2,"1,575","8,030",0.2
2013,98047,116," $161,299.84 ",53.16%, $94.12 ,45.79%,2.7,1.8,"1,317","9,788",0.2
2014,98047,95," $180,176.61 ",11.70%, $97.52 ,3.61%,2.6,1.8,"1,319","10,822",0.3
2015,98047,109," $224,676.03 ",24.70%, $135.49 ,38.94%,3.0,2.1,"1,510","9,093",0.2
2016,98047,117," $234,447.39 ",4.35%, $161.00 ,18.83%,3.2,2.1,"1,545","10,042",0.2
2017,98047,108," $272,766.01 ",16.34%, $166.97 ,3.71%,2.9,2.0,"1,403","9,979",0.2
2018,98047,101," $296,475.26 ",8.69%, $173.61 ,3.98%,3.2,2.3,"1,660","11,631",0.3
2019,98047,75," $418,046.71 ",41.01%, $270.09 ,55.57%,3.4,2.2,"1,614","11,808",0.3
2005,98051,421," $207,086.14 ",, $86.45 ,,3.7,2.8,"2,685","32,310",0.7
2006,98051,113," $427,157.51 ",106.27%, $168.95 ,95.44%,3.5,2.8,"2,572","103,612",2.2
2007,98051,104," $444,819.33 ",4.13%, $187.37 ,10.90%,3.5,2.7,"2,518","83,342",1.9
2008,98051,62," $393,478.29 ",-11.54%, $154.50 ,-17.54%,3.2,2.3,"2,233","53,552",1.2
2009,98051,77," $359,385.30 ",-8.66%, $143.19 ,-7.32%,3.1,2.5,"2,290","52,074",1.2
2010,98051,76," $347,876.70 ",-3.20%, $118.34 ,-17.36%,3.1,2.4,"2,266","73,081",1.7
2011,98051,63," $365,976.05 ",5.20%, $128.87 ,8.90%,3.7,2.8,"2,583","84,725",1.9
2012,98051,84," $355,545.48 ",-2.85%, $124.90 ,-3.08%,3.3,2.5,"2,398","110,112",2.3
2013,98051,122," $358,248.93 ",0.76%, $146.70 ,17.45%,3.6,2.9,"2,851","103,563",2.4
2014,98051,127," $388,701.76 ",8.50%, $151.18 ,3.06%,3.6,2.9,"2,671","77,973",1.8
2015,98051,142," $394,720.69 ",1.55%, $181.39 ,19.98%,3.7,3.2,"2,741","83,518",1.9
2016,98051,123," $450,533.13 ",14.14%, $196.69 ,8.44%,3.6,2.8,"2,604","82,851",1.9
2017,98051,129," $528,407.77 ",17.28%, $184.86 ,-6.01%,3.2,2.4,"2,254","91,101",1.9
